Frequency [Hz], |S00| [-], Arg(S00) [-], Delay 0>0 [s], |Z0| [Ohm] , Arg(Z0) [-]
5.724000e+08, 1.000943e+00, -1.607349e+00, 4.211406e-10, 4.820498e+01, -1.571739e+00
5.762000e+08, 1.000920e+00, -1.617404e+00, 4.207359e-10, 4.772228e+01, -1.571717e+00
5.800000e+08, 1.000898e+00, -1.627450e+00, 4.203349e-10, 4.724465e+01, -1.571695e+00
5.838000e+08, 1.000876e+00, -1.637486e+00, 4.199375e-10, 4.677198e+01, -1.571674e+00
5.876000e+08, 1.000856e+00, -1.647512e+00, 4.195439e-10, 4.630416e+01, -1.571654e+00
5.914000e+08, 1.000837e+00, -1.657529e+00, 4.191540e-10, 4.584111e+01, -1.571636e+00
5.952000e+08, 1.000818e+00, -1.667537e+00, 4.187679e-10, 4.538271e+01, -1.571618e+00
5.990000e+08, 1.000800e+00, -1.677536e+00, 4.183854e-10, 4.492887e+01, -1.571601e+00
6.028000e+08, 1.000784e+00, -1.687525e+00, 4.180066e-10, 4.447950e+01, -1.571585e+00
6.066000e+08, 1.000768e+00, -1.697505e+00, 4.176315e-10, 4.403451e+01, -1.571571e+00
6.104000e+08, 1.000754e+00, -1.707477e+00, 4.172600e-10, 4.359381e+01, -1.571557e+00
6.142000e+08, 1.000740e+00, -1.717439e+00, 4.168921e-10, 4.315731e+01, -1.571544e+00
6.180000e+08, 1.000727e+00, -1.727393e+00, 4.165277e-10, 4.272492e+01, -1.571532e+00
6.218000e+08, 1.000716e+00, -1.737338e+00, 4.161668e-10, 4.229657e+01, -1.571522e+00
6.256000e+08, 1.000705e+00, -1.747275e+00, 4.158092e-10, 4.187218e+01, -1.571512e+00
6.294000e+08, 1.000695e+00, -1.757202e+00, 4.154550e-10, 4.145166e+01, -1.571503e+00
6.332000e+08, 1.000686e+00, -1.767122e+00, 4.151040e-10, 4.103495e+01, -1.571496e+00
6.370000e+08, 1.000678e+00, -1.777033e+00, 4.147562e-10, 4.062196e+01, -1.571489e+00
6.408000e+08, 1.000671e+00, -1.786936e+00, 4.144114e-10, 4.021262e+01, -1.571483e+00
6.446000e+08, 1.000665e+00, -1.796830e+00, 4.140696e-10, 3.980687e+01, -1.571478e+00
6.484000e+08, 1.000659e+00, -1.806717e+00, 4.137307e-10, 3.940463e+01, -1.571474e+00
6.522000e+08, 1.000654e+00, -1.816595e+00, 4.133946e-10, 3.900584e+01, -1.571471e+00
6.560000e+08, 1.000650e+00, -1.826465e+00, 4.130611e-10, 3.861043e+01, -1.571468e+00
6.598000e+08, 1.000647e+00, -1.836327e+00, 4.127301e-10, 3.821834e+01, -1.571467e+00
6.636000e+08, 1.000645e+00, -1.846182e+00, 4.124016e-10, 3.782951e+01, -1.571466e+00
6.674000e+08, 1.000643e+00, -1.856028e+00, 4.120755e-10, 3.744386e+01, -1.571466e+00
6.712000e+08, 1.000641e+00, -1.865867e+00, 4.117515e-10, 3.706136e+01, -1.571466e+00
6.750000e+08, 1.000641e+00, -1.875698e+00, 4.114296e-10, 3.668193e+01, -1.571468e+00
6.788000e+08, 1.000640e+00, -1.885521e+00, 4.111097e-10, 3.630552e+01, -1.571470e+00
6.826000e+08, 1.000641e+00, -1.895337e+00, 4.107917e-10, 3.593208e+01, -1.571472e+00
6.864000e+08, 1.000641e+00, -1.905145e+00, 4.104753e-10, 3.556154e+01, -1.571475e+00
6.902000e+08, 1.000642e+00, -1.914946e+00, 4.101606e-10, 3.519387e+01, -1.571478e+00
6.940000e+08, 1.000644e+00, -1.924739e+00, 4.098474e-10, 3.482900e+01, -1.571482e+00
6.978000e+08, 1.000645e+00, -1.934524e+00, 4.095355e-10, 3.446689e+01, -1.571486e+00
7.016000e+08, 1.000647e+00, -1.944303e+00, 4.092250e-10, 3.410748e+01, -1.571491e+00
7.054000e+08, 1.000649e+00, -1.954073e+00, 4.089155e-10, 3.375074e+01, -1.571496e+00
7.092000e+08, 1.000651e+00, -1.963837e+00, 4.086071e-10, 3.339660e+01, -1.571501e+00
7.130000e+08, 1.000653e+00, -1.973592e+00, 4.082996e-10, 3.304503e+01, -1.571506e+00
7.168000e+08, 1.000656e+00, -1.983341e+00, 4.079929e-10, 3.269599e+01, -1.571512e+00
7.206000e+08, 1.000658e+00, -1.993082e+00, 4.076870e-10, 3.234942e+01, -1.571517e+00
7.244000e+08, 1.000660e+00, -2.002816e+00, 4.073816e-10, 3.200529e+01, -1.571523e+00
7.282000e+08, 1.000662e+00, -2.012543e+00, 4.070768e-10, 3.166355e+01, -1.571528e+00
7.320000e+08, 1.000664e+00, -2.022262e+00, 4.067723e-10, 3.132416e+01, -1.571534e+00
7.358000e+08, 1.000666e+00, -2.031975e+00, 4.064682e-10, 3.098708e+01, -1.571540e+00
7.396000e+08, 1.000667e+00, -2.041679e+00, 4.061644e-10, 3.065228e+01, -1.571545e+00
7.434000e+08, 1.000669e+00, -2.051377e+00, 4.058607e-10, 3.031971e+01, -1.571550e+00
7.472000e+08, 1.000670e+00, -2.061067e+00, 4.055571e-10, 2.998934e+01, -1.571555e+00
7.510000e+08, 1.000670e+00, -2.070751e+00, 4.052535e-10, 2.966112e+01, -1.571560e+00
7.548000e+08, 1.000670e+00, -2.080426e+00, 4.049499e-10, 2.933503e+01, -1.571564e+00
7.586000e+08, 1.000670e+00, -2.090095e+00, 4.046461e-10, 2.901103e+01, -1.571568e+00
7.624000e+08, 1.000670e+00, -2.099756e+00, 4.043422e-10, 2.868908e+01, -1.571572e+00
7.662000e+08, 1.000669e+00, -2.109411e+00, 4.040381e-10, 2.836915e+01, -1.571575e+00
7.700000e+08, 1.000667e+00, -2.119057e+00, 4.037338e-10, 2.805121e+01, -1.571578e+00
7.738000e+08, 1.000665e+00, -2.128697e+00, 4.034292e-10, 2.773522e+01, -1.571580e+00
7.776000e+08, 1.000662e+00, -2.138329e+00, 4.031242e-10, 2.742116e+01, -1.571581e+00
7.814000e+08, 1.000659e+00, -2.147954e+00, 4.028189e-10, 2.710898e+01, -1.571583e+00
7.852000e+08, 1.000655e+00, -2.157572e+00, 4.025132e-10, 2.679866e+01, -1.571583e+00
7.890000e+08, 1.000651e+00, -2.167183e+00, 4.022071e-10, 2.649017e+01, -1.571583e+00
7.928000e+08, 1.000646e+00, -2.176786e+00, 4.019007e-10, 2.618348e+01, -1.571582e+00
7.966000e+08, 1.000640e+00, -2.186381e+00, 4.015938e-10, 2.587857e+01, -1.571580e+00
8.004000e+08, 1.000634e+00, -2.195970e+00, 4.012866e-10, 2.557539e+01, -1.571578e+00
8.042000e+08, 1.000627e+00, -2.205551e+00, 4.009790e-10, 2.527393e+01, -1.571575e+00
8.080000e+08, 1.000619e+00, -2.215125e+00, 4.006710e-10, 2.497415e+01, -1.571571e+00
8.118000e+08, 1.000611e+00, -2.224691e+00, 4.003626e-10, 2.467603e+01, -1.571566e+00
8.156000e+08, 1.000602e+00, -2.234251e+00, 4.000539e-10, 2.437954e+01, -1.571560e+00
8.194000e+08, 1.000593e+00, -2.243802e+00, 3.997449e-10, 2.408466e+01, -1.571554e+00
8.232000e+08, 1.000582e+00, -2.253347e+00, 3.994357e-10, 2.379136e+01, -1.571547e+00
8.270000e+08, 1.000571e+00, -2.262884e+00, 3.991262e-10, 2.349962e+01, -1.571538e+00
8.308000e+08, 1.000560e+00, -2.272413e+00, 3.988165e-10, 2.320940e+01, -1.571529e+00
8.346000e+08, 1.000548e+00, -2.281935e+00, 3.985067e-10, 2.292069e+01, -1.571519e+00
8.384000e+08, 1.000535e+00, -2.291450e+00, 3.981969e-10, 2.263345e+01, -1.571508e+00
8.422000e+08, 1.000522e+00, -2.300958e+00, 3.978870e-10, 2.234768e+01, -1.571496e+00
8.460000e+08, 1.000508e+00, -2.310458e+00, 3.975771e-10, 2.206334e+01, -1.571484e+00
8.498000e+08, 1.000493e+00, -2.319950e+00, 3.972673e-10, 2.178040e+01, -1.571470e+00
8.536000e+08, 1.000478e+00, -2.329435e+00, 3.969577e-10, 2.149886e+01, -1.571455e+00
8.574000e+08, 1.000463e+00, -2.338913e+00, 3.966484e-10, 2.121867e+01, -1.571439e+00
8.612000e+08, 1.000447e+00, -2.348384e+00, 3.963393e-10, 2.093983e+01, -1.571423e+00
8.650000e+08, 1.000430e+00, -2.357847e+00, 3.960307e-10, 2.066231e+01, -1.571405e+00
8.688000e+08, 1.000413e+00, -2.367302e+00, 3.957225e-10, 2.038609e+01, -1.571387e+00
8.726000e+08, 1.000396e+00, -2.376751e+00, 3.954149e-10, 2.011114e+01, -1.571367e+00
8.764000e+08, 1.000378e+00, -2.386192e+00, 3.951079e-10, 1.983745e+01, -1.571347e+00
8.802000e+08, 1.000360e+00, -2.395625e+00, 3.948016e-10, 1.956499e+01, -1.571326e+00
8.840000e+08, 1.000341e+00, -2.405051e+00, 3.944961e-10, 1.929375e+01, -1.571304e+00
8.878000e+08, 1.000322e+00, -2.414470e+00, 3.941916e-10, 1.902370e+01, -1.571281e+00
8.916000e+08, 1.000303e+00, -2.423882e+00, 3.938880e-10, 1.875482e+01, -1.571257e+00
8.954000e+08, 1.000284e+00, -2.433287e+00, 3.935855e-10, 1.848710e+01, -1.571232e+00
8.992000e+08, 1.000264e+00, -2.442684e+00, 3.932842e-10, 1.822051e+01, -1.571206e+00
9.030000e+08, 1.000244e+00, -2.452074e+00, 3.929842e-10, 1.795504e+01, -1.571180e+00
9.068000e+08, 1.000224e+00, -2.461457e+00, 3.926855e-10, 1.769066e+01, -1.571153e+00
9.106000e+08, 1.000204e+00, -2.470833e+00, 3.923883e-10, 1.742736e+01, -1.571125e+00
9.144000e+08, 1.000184e+00, -2.480202e+00, 3.920926e-10, 1.716511e+01, -1.571096e+00
9.182000e+08, 1.000164e+00, -2.489563e+00, 3.917986e-10, 1.690390e+01, -1.571066e+00
9.220000e+08, 1.000144e+00, -2.498918e+00, 3.915063e-10, 1.664372e+01, -1.571036e+00
9.258000e+08, 1.000123e+00, -2.508266e+00, 3.912158e-10, 1.638453e+01, -1.571005e+00
9.296000e+08, 1.000103e+00, -2.517606e+00, 3.909272e-10, 1.612633e+01, -1.570973e+00
9.334000e+08, 1.000083e+00, -2.526940e+00, 3.906406e-10, 1.586910e+01, -1.570941e+00
9.372000e+08, 1.000063e+00, -2.536267e+00, 3.903561e-10, 1.561281e+01, -1.570908e+00
9.410000e+08, 1.000044e+00, -2.545587e+00, 3.900738e-10, 1.535746e+01, -1.570874e+00
9.448000e+08, 1.000024e+00, -2.554901e+00, 3.897937e-10, 1.510302e+01, -1.570840e+00
9.486000e+08, 1.000005e+00, -2.564207e+00, 3.895159e-10, 1.484948e+01, -1.570805e+00
9.524000e+08, 9.999856e-01, -2.573508e+00, 3.892406e-10, 1.459681e+01, -1.570770e+00
9.562000e+08, 9.999668e-01, -2.582801e+00, 3.889677e-10, 1.434501e+01, -1.570734e+00
9.600000e+08, 9.999483e-01, -2.592088e+00, 3.886974e-10, 1.409406e+01, -1.570697e+00
9.638000e+08, 9.999301e-01, -2.601369e+00, 3.884297e-10, 1.384394e+01, -1.570660e+00
9.676000e+08, 9.999123e-01, -2.610643e+00, 3.881647e-10, 1.359462e+01, -1.570623e+00
9.714000e+08, 9.998949e-01, -2.619911e+00, 3.879025e-10, 1.334611e+01, -1.570585e+00
9.752000e+08, 9.998779e-01, -2.629172e+00, 3.876431e-10, 1.309838e+01, -1.570547e+00
9.790000e+08, 9.998613e-01, -2.638428e+00, 3.873865e-10, 1.285141e+01, -1.570509e+00
9.828000e+08, 9.998451e-01, -2.647677e+00, 3.871329e-10, 1.260520e+01, -1.570470e+00
9.866000e+08, 9.998295e-01, -2.656920e+00, 3.868823e-10, 1.235971e+01, -1.570430e+00
9.904000e+08, 9.998143e-01, -2.666157e+00, 3.866347e-10, 1.211495e+01, -1.570391e+00
9.942000e+08, 9.997997e-01, -2.675389e+00, 3.863902e-10, 1.187089e+01, -1.570351e+00
9.980000e+08, 9.997856e-01, -2.684614e+00, 3.861488e-10, 1.162751e+01, -1.570310e+00
1.001800e+09, 9.997721e-01, -2.693834e+00, 3.859106e-10, 1.138482e+01, -1.570270e+00
1.005600e+09, 9.997591e-01, -2.703048e+00, 3.856756e-10, 1.114277e+01, -1.570229e+00
1.009400e+09, 9.997466e-01, -2.712257e+00, 3.854438e-10, 1.090138e+01, -1.570188e+00
1.013200e+09, 9.997348e-01, -2.721459e+00, 3.852153e-10, 1.066061e+01, -1.570146e+00
1.017000e+09, 9.997236e-01, -2.730657e+00, 3.849900e-10, 1.042045e+01, -1.570104e+00
1.020800e+09, 9.997129e-01, -2.739849e+00, 3.847680e-10, 1.018090e+01, -1.570062e+00
1.024600e+09, 9.997029e-01, -2.749036e+00, 3.845494e-10, 9.941928e+00, -1.570020e+00
1.028400e+09, 9.996935e-01, -2.758217e+00, 3.843341e-10, 9.703531e+00, -1.569977e+00
1.032200e+09, 9.996847e-01, -2.767394e+00, 3.841221e-10, 9.465691e+00, -1.569934e+00
1.036000e+09, 9.996765e-01, -2.776565e+00, 3.839135e-10, 9.228394e+00, -1.569890e+00
1.039800e+09, 9.996689e-01, -2.785731e+00, 3.837083e-10, 8.991628e+00, -1.569846e+00
1.043600e+09, 9.996620e-01, -2.794893e+00, 3.835064e-10, 8.755378e+00, -1.569801e+00
1.047400e+09, 9.996557e-01, -2.804049e+00, 3.833078e-10, 8.519630e+00, -1.569756e+00
1.051200e+09, 9.996500e-01, -2.813201e+00, 3.831127e-10, 8.284372e+00, -1.569711e+00
1.055000e+09, 9.996449e-01, -2.822349e+00, 3.829208e-10, 8.049590e+00, -1.569665e+00
1.058800e+09, 9.996404e-01, -2.831491e+00, 3.827323e-10, 7.815270e+00, -1.569618e+00
1.062600e+09, 9.996365e-01, -2.840629e+00, 3.825471e-10, 7.581401e+00, -1.569570e+00
1.066400e+09, 9.996331e-01, -2.849763e+00, 3.823652e-10, 7.347968e+00, -1.569521e+00
1.070200e+09, 9.996304e-01, -2.858892e+00, 3.821866e-10, 7.114959e+00, -1.569471e+00
1.074000e+09, 9.996282e-01, -2.868018e+00, 3.820113e-10, 6.882361e+00, -1.569420e+00
1.077800e+09, 9.996266e-01, -2.877139e+00, 3.818392e-10, 6.650162e+00, -1.569367e+00
1.081600e+09, 9.996255e-01, -2.886255e+00, 3.816703e-10, 6.418348e+00, -1.569313e+00
1.085400e+09, 9.996249e-01, -2.895368e+00, 3.815046e-10, 6.186908e+00, -1.569257e+00
1.089200e+09, 9.996249e-01, -2.904477e+00, 3.813421e-10, 5.955829e+00, -1.569199e+00
1.093000e+09, 9.996253e-01, -2.913582e+00, 3.811827e-10, 5.725099e+00, -1.569138e+00
1.096800e+09, 9.996262e-01, -2.922683e+00, 3.810263e-10, 5.494706e+00, -1.569075e+00
1.100600e+09, 9.996276e-01, -2.931781e+00, 3.808731e-10, 5.264637e+00, -1.569008e+00
1.104400e+09, 9.996294e-01, -2.940874e+00, 3.807229e-10, 5.034882e+00, -1.568937e+00
1.108200e+09, 9.996316e-01, -2.949965e+00, 3.805756e-10, 4.805426e+00, -1.568862e+00
1.112000e+09, 9.996342e-01, -2.959051e+00, 3.804313e-10, 4.576260e+00, -1.568781e+00
1.115800e+09, 9.996372e-01, -2.968134e+00, 3.802900e-10, 4.347372e+00, -1.568694e+00
1.119600e+09, 9.996406e-01, -2.977214e+00, 3.801514e-10, 4.118749e+00, -1.568600e+00
1.123400e+09, 9.996443e-01, -2.986291e+00, 3.800158e-10, 3.890380e+00, -1.568496e+00
1.127200e+09, 9.996483e-01, -2.995364e+00, 3.798829e-10, 3.662253e+00, -1.568382e+00
1.131000e+09, 9.996526e-01, -3.004434e+00, 3.797527e-10, 3.434358e+00, -1.568255e+00
1.134800e+09, 9.996572e-01, -3.013501e+00, 3.796253e-10, 3.206683e+00, -1.568113e+00
1.138600e+09, 9.996621e-01, -3.022565e+00, 3.795005e-10, 2.979217e+00, -1.567950e+00
1.142400e+09, 9.996672e-01, -3.031626e+00, 3.793783e-10, 2.751948e+00, -1.567763e+00
1.146200e+09, 9.996724e-01, -3.040684e+00, 3.792587e-10, 2.524866e+00, -1.567544e+00
1.150000e+09, 9.996779e-01, -3.049739e+00, 3.791415e-10, 2.297960e+00, -1.567284e+00
1.153800e+09, 9.996835e-01, -3.058792e+00, 3.790268e-10, 2.071218e+00, -1.566969e+00
1.157600e+09, 9.996893e-01, -3.067842e+00, 3.789143e-10, 1.844629e+00, -1.566579e+00
1.161400e+09, 9.996952e-01, -3.076889e+00, 3.788040e-10, 1.618185e+00, -1.566082e+00
1.165200e+09, 9.997013e-01, -3.085933e+00, 3.786956e-10, 1.391872e+00, -1.565426e+00
1.169000e+09, 9.997074e-01, -3.094975e+00, 3.785886e-10, 1.165683e+00, -1.564517e+00
1.172800e+09, 9.997136e-01, -3.104014e+00, 3.784816e-10, 9.396058e-01, -1.563173e+00
1.176600e+09, 9.997200e-01, -3.113051e+00, 3.783704e-10, 7.136341e-01, -1.560983e+00
1.180400e+09, 9.997266e-01, -3.122085e+00, 3.782330e-10, 4.877644e-01, -1.556777e+00
1.184200e+09, 9.997339e-01, -3.131115e+00, 3.774801e-10, 2.620196e-01, -1.545400e+00
1.188000e+09, 9.997588e-01, -3.140128e+00, 3.791654e-10, 3.710715e-02, -1.407564e+00
1.191800e+09, 9.997403e-01, 3.134004e+00, 3.779073e-10, 1.898230e-01, 1.536577e+00
1.195600e+09, 9.997480e-01, 3.124981e+00, 3.778959e-10, 4.153421e-01, 1.555625e+00
1.199400e+09, 9.997545e-01, 3.115959e+00, 3.778259e-10, 6.409164e-01, 1.561216e+00
1.203200e+09, 9.997606e-01, 3.106938e+00, 3.777476e-10, 8.664845e-01, 1.563886e+00
1.207000e+09, 9.997665e-01, 3.097918e+00, 3.776681e-10, 1.092045e+00, 1.565447e+00
1.210800e+09, 9.997722e-01, 3.088901e+00, 3.775894e-10, 1.317604e+00, 1.566470e+00
1.214600e+09, 9.997777e-01, 3.079886e+00, 3.775121e-10, 1.543170e+00, 1.567192e+00
1.218400e+09, 9.997831e-01, 3.070872e+00, 3.774364e-10, 1.768754e+00, 1.567727e+00
1.222200e+09, 9.997884e-01, 3.061861e+00, 3.773626e-10, 1.994365e+00, 1.568139e+00
1.226000e+09, 9.997934e-01, 3.052851e+00, 3.772907e-10, 2.220013e+00, 1.568465e+00
1.229800e+09, 9.997983e-01, 3.043842e+00, 3.772208e-10, 2.445709e+00, 1.568729e+00
1.233600e+09, 9.998029e-01, 3.034836e+00, 3.771527e-10, 2.671462e+00, 1.568947e+00
1.237400e+09, 9.998074e-01, 3.025831e+00, 3.770866e-10, 2.897284e+00, 1.569128e+00
1.241200e+09, 9.998116e-01, 3.016828e+00, 3.770225e-10, 3.123184e+00, 1.569282e+00
1.245000e+09, 9.998157e-01, 3.007826e+00, 3.769604e-10, 3.349172e+00, 1.569414e+00
1.248800e+09, 9.998195e-01, 2.998825e+00, 3.769002e-10, 3.575260e+00, 1.569528e+00
1.252600e+09, 9.998231e-01, 2.989826e+00, 3.768421e-10, 3.801457e+00, 1.569626e+00
1.256400e+09, 9.998265e-01, 2.980829e+00, 3.767859e-10, 4.027774e+00, 1.569712e+00
1.260200e+09, 9.998296e-01, 2.971833e+00, 3.767317e-10, 4.254221e+00, 1.569788e+00
1.264000e+09, 9.998325e-01, 2.962838e+00, 3.766796e-10, 4.480809e+00, 1.569854e+00
1.267800e+09, 9.998352e-01, 2.953844e+00, 3.766294e-10, 4.707548e+00, 1.569913e+00
1.271600e+09, 9.998376e-01, 2.944852e+00, 3.765813e-10, 4.934450e+00, 1.569966e+00
1.275400e+09, 9.998399e-01, 2.935861e+00, 3.765353e-10, 5.161524e+00, 1.570012e+00
1.279200e+09, 9.998418e-01, 2.926870e+00, 3.764913e-10, 5.388780e+00, 1.570054e+00
1.283000e+09, 9.998436e-01, 2.917881e+00, 3.764495e-10, 5.616231e+00, 1.570091e+00
1.286800e+09, 9.998452e-01, 2.908893e+00, 3.764097e-10, 5.843886e+00, 1.570125e+00
1.290600e+09, 9.998465e-01, 2.899906e+00, 3.763721e-10, 6.071756e+00, 1.570155e+00
1.294400e+09, 9.998476e-01, 2.890920e+00, 3.763366e-10, 6.299853e+00, 1.570182e+00
1.298200e+09, 9.998485e-01, 2.881934e+00, 3.763033e-10, 6.528186e+00, 1.570206e+00
1.302000e+09, 9.998492e-01, 2.872949e+00, 3.762722e-10, 6.756767e+00, 1.570228e+00
1.305800e+09, 9.998497e-01, 2.863965e+00, 3.762433e-10, 6.985607e+00, 1.570248e+00
1.309600e+09, 9.998500e-01, 2.854982e+00, 3.762167e-10, 7.214716e+00, 1.570266e+00
1.313400e+09, 9.998501e-01, 2.846000e+00, 3.761923e-10, 7.444107e+00, 1.570282e+00
1.317200e+09, 9.998501e-01, 2.837018e+00, 3.761703e-10, 7.673789e+00, 1.570296e+00
1.321000e+09, 9.998499e-01, 2.828036e+00, 3.761505e-10, 7.903775e+00, 1.570310e+00
1.324800e+09, 9.998496e-01, 2.819055e+00, 3.761332e-10, 8.134076e+00, 1.570322e+00
1.328600e+09, 9.998491e-01, 2.810075e+00, 3.761182e-10, 8.364703e+00, 1.570333e+00
1.332400e+09, 9.998485e-01, 2.801094e+00, 3.761057e-10, 8.595667e+00, 1.570343e+00
1.336200e+09, 9.998478e-01, 2.792114e+00, 3.760957e-10, 8.826980e+00, 1.570352e+00
1.340000e+09, 9.998469e-01, 2.783135e+00, 3.760881e-10, 9.058655e+00, 1.570360e+00
1.343800e+09, 9.998460e-01, 2.774155e+00, 3.760831e-10, 9.290701e+00, 1.570368e+00
1.347600e+09, 9.998450e-01, 2.765176e+00, 3.760806e-10, 9.523133e+00, 1.570375e+00
1.351400e+09, 9.998439e-01, 2.756196e+00, 3.760807e-10, 9.755960e+00, 1.570381e+00
1.355200e+09, 9.998427e-01, 2.747217e+00, 3.760834e-10, 9.989196e+00, 1.570387e+00
1.359000e+09, 9.998415e-01, 2.738238e+00, 3.760888e-10, 1.022285e+01, 1.570393e+00
1.362800e+09, 9.998403e-01, 2.729258e+00, 3.760968e-10, 1.045694e+01, 1.570398e+00
1.366600e+09, 9.998390e-01, 2.720278e+00, 3.761076e-10, 1.069148e+01, 1.570403e+00
1.370400e+09, 9.998378e-01, 2.711298e+00, 3.761212e-10, 1.092647e+01, 1.570407e+00
1.374200e+09, 9.998365e-01, 2.702318e+00, 3.761375e-10, 1.116193e+01, 1.570412e+00
1.378000e+09, 9.998352e-01, 2.693337e+00, 3.761566e-10, 1.139787e+01, 1.570416e+00
1.381800e+09, 9.998340e-01, 2.684356e+00, 3.761785e-10, 1.163431e+01, 1.570420e+00
1.385600e+09, 9.998328e-01, 2.675375e+00, 3.762033e-10, 1.187126e+01, 1.570424e+00
1.389400e+09, 9.998317e-01, 2.666392e+00, 3.762311e-10, 1.210873e+01, 1.570428e+00
1.393200e+09, 9.998306e-01, 2.657409e+00, 3.762617e-10, 1.234674e+01, 1.570432e+00
1.397000e+09, 9.998296e-01, 2.648426e+00, 3.762953e-10, 1.258529e+01, 1.570436e+00
1.400800e+09, 9.998287e-01, 2.639441e+00, 3.763318e-10, 1.282440e+01, 1.570440e+00
1.404600e+09, 9.998278e-01, 2.630456e+00, 3.763713e-10, 1.306409e+01, 1.570444e+00
1.408400e+09, 9.998271e-01, 2.621470e+00, 3.764139e-10, 1.330437e+01, 1.570448e+00
1.412200e+09, 9.998265e-01, 2.612482e+00, 3.764595e-10, 1.354525e+01, 1.570453e+00
1.416000e+09, 9.998260e-01, 2.603494e+00, 3.765082e-10, 1.378675e+01, 1.570457e+00
1.419800e+09, 9.998256e-01, 2.594504e+00, 3.765599e-10, 1.402887e+01, 1.570461e+00
1.423600e+09, 9.998254e-01, 2.585514e+00, 3.766147e-10, 1.427165e+01, 1.570466e+00
1.427400e+09, 9.998253e-01, 2.576522e+00, 3.766726e-10, 1.451508e+01, 1.570470e+00
1.431200e+09, 9.998254e-01, 2.567528e+00, 3.767337e-10, 1.475918e+01, 1.570475e+00
1.435000e+09, 9.998256e-01, 2.558533e+00, 3.767979e-10, 1.500398e+01, 1.570480e+00
1.438800e+09, 9.998260e-01, 2.549537e+00, 3.768652e-10, 1.524947e+01, 1.570485e+00
1.442600e+09, 9.998266e-01, 2.540539e+00, 3.769357e-10, 1.549569e+01, 1.570490e+00
1.446400e+09, 9.998274e-01, 2.531539e+00, 3.770093e-10, 1.574264e+01, 1.570495e+00
1.450200e+09, 9.998283e-01, 2.522537e+00, 3.770861e-10, 1.599034e+01, 1.570500e+00
1.454000e+09, 9.998294e-01, 2.513534e+00, 3.771661e-10, 1.623880e+01, 1.570506e+00
1.457800e+09, 9.998307e-01, 2.504529e+00, 3.772493e-10, 1.648805e+01, 1.570512e+00
1.461600e+09, 9.998322e-01, 2.495522e+00, 3.773356e-10, 1.673809e+01, 1.570518e+00
1.465400e+09, 9.998339e-01, 2.486512e+00, 3.774252e-10, 1.698894e+01, 1.570524e+00
1.469200e+09, 9.998358e-01, 2.477501e+00, 3.775178e-10, 1.724062e+01, 1.570530e+00
1.473000e+09, 9.998379e-01, 2.468487e+00, 3.776137e-10, 1.749315e+01, 1.570536e+00
1.476800e+09, 9.998402e-01, 2.459471e+00, 3.777127e-10, 1.774654e+01, 1.570543e+00
1.480600e+09, 9.998426e-01, 2.450453e+00, 3.778149e-10, 1.800081e+01, 1.570549e+00
1.484400e+09, 9.998453e-01, 2.441432e+00, 3.779202e-10, 1.825597e+01, 1.570556e+00
1.488200e+09, 9.998481e-01, 2.432409e+00, 3.780287e-10, 1.851205e+01, 1.570563e+00
1.492000e+09, 9.998512e-01, 2.423383e+00, 3.781403e-10, 1.876906e+01, 1.570570e+00
1.495800e+09, 9.998544e-01, 2.414354e+00, 3.782550e-10, 1.902702e+01, 1.570577e+00
1.499600e+09, 9.998578e-01, 2.405323e+00, 3.783728e-10, 1.928594e+01, 1.570585e+00
1.503400e+09, 9.998614e-01, 2.396289e+00, 3.784937e-10, 1.954585e+01, 1.570592e+00
1.507200e+09, 9.998651e-01, 2.387252e+00, 3.786177e-10, 1.980676e+01, 1.570599e+00
1.511000e+09, 9.998690e-01, 2.378212e+00, 3.787447e-10, 2.006869e+01, 1.570607e+00
1.514800e+09, 9.998731e-01, 2.369169e+00, 3.788747e-10, 2.033167e+01, 1.570614e+00
1.518600e+09, 9.998773e-01, 2.360123e+00, 3.790078e-10, 2.059570e+01, 1.570622e+00
1.522400e+09, 9.998817e-01, 2.351074e+00, 3.791438e-10, 2.086081e+01, 1.570630e+00
1.526200e+09, 9.998862e-01, 2.342022e+00, 3.792828e-10, 2.112702e+01, 1.570638e+00
1.530000e+09, 9.998908e-01, 2.332966e+00, 3.794247e-10, 2.139435e+01, 1.570645e+00
1.533800e+09, 9.998956e-01, 2.323907e+00, 3.795695e-10, 2.166282e+01, 1.570653e+00
1.537600e+09, 9.999004e-01, 2.314844e+00, 3.797173e-10, 2.193244e+01, 1.570661e+00
1.541400e+09, 9.999054e-01, 2.305778e+00, 3.798678e-10, 2.220325e+01, 1.570669e+00
1.545200e+09, 9.999105e-01, 2.296708e+00, 3.800212e-10, 2.247526e+01, 1.570677e+00
1.549000e+09, 9.999156e-01, 2.287635e+00, 3.801774e-10, 2.274848e+01, 1.570684e+00
1.552800e+09, 9.999208e-01, 2.278557e+00, 3.803364e-10, 2.302296e+01, 1.570692e+00
1.556600e+09, 9.999261e-01, 2.269476e+00, 3.804981e-10, 2.329869e+01, 1.570700e+00
1.560400e+09, 9.999315e-01, 2.260392e+00, 3.806626e-10, 2.357572e+01, 1.570707e+00
1.564200e+09, 9.999369e-01, 2.251303e+00, 3.808297e-10, 2.385405e+01, 1.570715e+00
1.568000e+09, 9.999423e-01, 2.242210e+00, 3.809994e-10, 2.413372e+01, 1.570723e+00
