Frequency [Hz], |S00| [-], Arg(S00) [-], Delay 0>0 [s], |Z0| [Ohm] , Arg(Z0) [-]
4.850000e+08, 9.992478e-01, -1.517782e+00, 4.760815e-10, 5.272357e+01, -1.570043e+00
4.888000e+08, 9.992492e-01, -1.529149e+00, 4.759043e-10, 5.212698e+01, -1.570045e+00
4.926000e+08, 9.992532e-01, -1.540511e+00, 4.757304e-10, 5.153765e+01, -1.570049e+00
4.964000e+08, 9.992596e-01, -1.551870e+00, 4.755594e-10, 5.095539e+01, -1.570056e+00
5.002000e+08, 9.992685e-01, -1.563224e+00, 4.753911e-10, 5.038003e+01, -1.570064e+00
5.040000e+08, 9.992795e-01, -1.574575e+00, 4.752255e-10, 4.981142e+01, -1.570076e+00
5.078000e+08, 9.992928e-01, -1.585921e+00, 4.750623e-10, 4.924940e+01, -1.570089e+00
5.116000e+08, 9.993080e-01, -1.597264e+00, 4.749013e-10, 4.869382e+01, -1.570104e+00
5.154000e+08, 9.993252e-01, -1.608603e+00, 4.747423e-10, 4.814452e+01, -1.570121e+00
5.192000e+08, 9.993442e-01, -1.619938e+00, 4.745852e-10, 4.760137e+01, -1.570139e+00
5.230000e+08, 9.993648e-01, -1.631269e+00, 4.744298e-10, 4.706423e+01, -1.570160e+00
5.268000e+08, 9.993871e-01, -1.642597e+00, 4.742759e-10, 4.653296e+01, -1.570182e+00
5.306000e+08, 9.994109e-01, -1.653921e+00, 4.741234e-10, 4.600743e+01, -1.570205e+00
5.344000e+08, 9.994361e-01, -1.665241e+00, 4.739721e-10, 4.548751e+01, -1.570230e+00
5.382000e+08, 9.994626e-01, -1.676557e+00, 4.738218e-10, 4.497309e+01, -1.570256e+00
5.420000e+08, 9.994903e-01, -1.687870e+00, 4.736724e-10, 4.446403e+01, -1.570283e+00
5.458000e+08, 9.995191e-01, -1.699180e+00, 4.735238e-10, 4.396023e+01, -1.570311e+00
5.496000e+08, 9.995489e-01, -1.710486e+00, 4.733759e-10, 4.346157e+01, -1.570341e+00
5.534000e+08, 9.995795e-01, -1.721788e+00, 4.732284e-10, 4.296794e+01, -1.570371e+00
5.572000e+08, 9.996111e-01, -1.733087e+00, 4.730813e-10, 4.247923e+01, -1.570402e+00
5.610000e+08, 9.996433e-01, -1.744382e+00, 4.729345e-10, 4.199534e+01, -1.570434e+00
5.648000e+08, 9.996762e-01, -1.755674e+00, 4.727877e-10, 4.151617e+01, -1.570467e+00
5.686000e+08, 9.997096e-01, -1.766962e+00, 4.726410e-10, 4.104161e+01, -1.570500e+00
5.724000e+08, 9.997436e-01, -1.778247e+00, 4.724943e-10, 4.057158e+01, -1.570534e+00
5.762000e+08, 9.997779e-01, -1.789529e+00, 4.723473e-10, 4.010598e+01, -1.570569e+00
5.800000e+08, 9.998125e-01, -1.800806e+00, 4.722001e-10, 3.964471e+01, -1.570604e+00
5.838000e+08, 9.998474e-01, -1.812081e+00, 4.720525e-10, 3.918769e+01, -1.570639e+00
5.876000e+08, 9.998824e-01, -1.823352e+00, 4.719045e-10, 3.873484e+01, -1.570675e+00
5.914000e+08, 9.999176e-01, -1.834619e+00, 4.717559e-10, 3.828606e+01, -1.570711e+00
5.952000e+08, 9.999528e-01, -1.845882e+00, 4.716067e-10, 3.784127e+01, -1.570747e+00
5.990000e+08, 9.999879e-01, -1.857143e+00, 4.714569e-10, 3.740040e+01, -1.570784e+00
6.028000e+08, 1.000023e+00, -1.868399e+00, 4.713063e-10, 3.696337e+01, -1.570820e+00
6.066000e+08, 1.000058e+00, -1.879652e+00, 4.711550e-10, 3.653009e+01, -1.570857e+00
6.104000e+08, 1.000092e+00, -1.890901e+00, 4.710027e-10, 3.610050e+01, -1.570894e+00
6.142000e+08, 1.000127e+00, -1.902147e+00, 4.708496e-10, 3.567453e+01, -1.570930e+00
6.180000e+08, 1.000161e+00, -1.913389e+00, 4.706956e-10, 3.525209e+01, -1.570967e+00
6.218000e+08, 1.000194e+00, -1.924628e+00, 4.705406e-10, 3.483313e+01, -1.571004e+00
6.256000e+08, 1.000228e+00, -1.935862e+00, 4.703845e-10, 3.441757e+01, -1.571040e+00
6.294000e+08, 1.000260e+00, -1.947093e+00, 4.702274e-10, 3.400534e+01, -1.571076e+00
6.332000e+08, 1.000293e+00, -1.958320e+00, 4.700692e-10, 3.359639e+01, -1.571112e+00
6.370000e+08, 1.000324e+00, -1.969544e+00, 4.699100e-10, 3.319065e+01, -1.571148e+00
6.408000e+08, 1.000355e+00, -1.980763e+00, 4.697496e-10, 3.278806e+01, -1.571184e+00
6.446000e+08, 1.000386e+00, -1.991979e+00, 4.695881e-10, 3.238855e+01, -1.571219e+00
6.484000e+08, 1.000415e+00, -2.003191e+00, 4.694254e-10, 3.199208e+01, -1.571254e+00
6.522000e+08, 1.000444e+00, -2.014399e+00, 4.692616e-10, 3.159857e+01, -1.571288e+00
6.560000e+08, 1.000473e+00, -2.025603e+00, 4.690967e-10, 3.120797e+01, -1.571322e+00
6.598000e+08, 1.000500e+00, -2.036804e+00, 4.689306e-10, 3.082024e+01, -1.571356e+00
6.636000e+08, 1.000527e+00, -2.048000e+00, 4.687633e-10, 3.043531e+01, -1.571389e+00
6.674000e+08, 1.000553e+00, -2.059192e+00, 4.685949e-10, 3.005312e+01, -1.571422e+00
6.712000e+08, 1.000578e+00, -2.070380e+00, 4.684254e-10, 2.967364e+01, -1.571454e+00
6.750000e+08, 1.000602e+00, -2.081564e+00, 4.682548e-10, 2.929680e+01, -1.571486e+00
6.788000e+08, 1.000625e+00, -2.092745e+00, 4.680831e-10, 2.892256e+01, -1.571517e+00
6.826000e+08, 1.000647e+00, -2.103921e+00, 4.679103e-10, 2.855087e+01, -1.571548e+00
6.864000e+08, 1.000669e+00, -2.115092e+00, 4.677364e-10, 2.818168e+01, -1.571578e+00
6.902000e+08, 1.000689e+00, -2.126260e+00, 4.675616e-10, 2.781494e+01, -1.571607e+00
6.940000e+08, 1.000709e+00, -2.137424e+00, 4.673857e-10, 2.745061e+01, -1.571636e+00
6.978000e+08, 1.000727e+00, -2.148583e+00, 4.672089e-10, 2.708865e+01, -1.571664e+00
7.016000e+08, 1.000745e+00, -2.159738e+00, 4.670311e-10, 2.672900e+01, -1.571692e+00
7.054000e+08, 1.000762e+00, -2.170889e+00, 4.668525e-10, 2.637162e+01, -1.571719e+00
7.092000e+08, 1.000777e+00, -2.182036e+00, 4.666730e-10, 2.601647e+01, -1.571745e+00
7.130000e+08, 1.000792e+00, -2.193178e+00, 4.664926e-10, 2.566352e+01, -1.571771e+00
7.168000e+08, 1.000806e+00, -2.204316e+00, 4.663115e-10, 2.531271e+01, -1.571796e+00
7.206000e+08, 1.000819e+00, -2.215450e+00, 4.661297e-10, 2.496401e+01, -1.571820e+00
7.244000e+08, 1.000830e+00, -2.226579e+00, 4.659472e-10, 2.461738e+01, -1.571844e+00
7.282000e+08, 1.000841e+00, -2.237704e+00, 4.657640e-10, 2.427277e+01, -1.571867e+00
7.320000e+08, 1.000851e+00, -2.248825e+00, 4.655803e-10, 2.393016e+01, -1.571889e+00
7.358000e+08, 1.000860e+00, -2.259941e+00, 4.653960e-10, 2.358950e+01, -1.571910e+00
7.396000e+08, 1.000868e+00, -2.271053e+00, 4.652112e-10, 2.325075e+01, -1.571931e+00
7.434000e+08, 1.000875e+00, -2.282160e+00, 4.650260e-10, 2.291389e+01, -1.571951e+00
7.472000e+08, 1.000881e+00, -2.293263e+00, 4.648404e-10, 2.257887e+01, -1.571971e+00
7.510000e+08, 1.000886e+00, -2.304362e+00, 4.646545e-10, 2.224565e+01, -1.571989e+00
7.548000e+08, 1.000891e+00, -2.315456e+00, 4.644683e-10, 2.191421e+01, -1.572007e+00
7.586000e+08, 1.000894e+00, -2.326546e+00, 4.642819e-10, 2.158451e+01, -1.572024e+00
7.624000e+08, 1.000897e+00, -2.337631e+00, 4.640953e-10, 2.125652e+01, -1.572041e+00
7.662000e+08, 1.000898e+00, -2.348712e+00, 4.639087e-10, 2.093020e+01, -1.572057e+00
7.700000e+08, 1.000899e+00, -2.359788e+00, 4.637220e-10, 2.060552e+01, -1.572072e+00
7.738000e+08, 1.000899e+00, -2.370860e+00, 4.635354e-10, 2.028244e+01, -1.572086e+00
7.776000e+08, 1.000898e+00, -2.381927e+00, 4.633488e-10, 1.996095e+01, -1.572100e+00
7.814000e+08, 1.000896e+00, -2.392990e+00, 4.631624e-10, 1.964100e+01, -1.572113e+00
7.852000e+08, 1.000894e+00, -2.404049e+00, 4.629762e-10, 1.932256e+01, -1.572125e+00
7.890000e+08, 1.000891e+00, -2.415103e+00, 4.627902e-10, 1.900561e+01, -1.572137e+00
7.928000e+08, 1.000887e+00, -2.426152e+00, 4.626046e-10, 1.869012e+01, -1.572147e+00
7.966000e+08, 1.000882e+00, -2.437198e+00, 4.624194e-10, 1.837605e+01, -1.572158e+00
8.004000e+08, 1.000876e+00, -2.448238e+00, 4.622346e-10, 1.806338e+01, -1.572167e+00
8.042000e+08, 1.000870e+00, -2.459275e+00, 4.620504e-10, 1.775208e+01, -1.572176e+00
8.080000e+08, 1.000863e+00, -2.470307e+00, 4.618667e-10, 1.744212e+01, -1.572184e+00
8.118000e+08, 1.000856e+00, -2.481334e+00, 4.616837e-10, 1.713347e+01, -1.572191e+00
8.156000e+08, 1.000848e+00, -2.492358e+00, 4.615013e-10, 1.682611e+01, -1.572198e+00
8.194000e+08, 1.000839e+00, -2.503376e+00, 4.613198e-10, 1.652001e+01, -1.572204e+00
8.232000e+08, 1.000830e+00, -2.514391e+00, 4.611390e-10, 1.621514e+01, -1.572210e+00
8.270000e+08, 1.000820e+00, -2.525401e+00, 4.609592e-10, 1.591147e+01, -1.572215e+00
8.308000e+08, 1.000810e+00, -2.536407e+00, 4.607803e-10, 1.560899e+01, -1.572219e+00
8.346000e+08, 1.000799e+00, -2.547409e+00, 4.606024e-10, 1.530765e+01, -1.572223e+00
8.384000e+08, 1.000787e+00, -2.558406e+00, 4.604255e-10, 1.500745e+01, -1.572226e+00
8.422000e+08, 1.000775e+00, -2.569399e+00, 4.602498e-10, 1.470835e+01, -1.572228e+00
8.460000e+08, 1.000763e+00, -2.580388e+00, 4.600753e-10, 1.441034e+01, -1.572230e+00
8.498000e+08, 1.000750e+00, -2.591373e+00, 4.599020e-10, 1.411337e+01, -1.572231e+00
8.536000e+08, 1.000737e+00, -2.602354e+00, 4.597300e-10, 1.381744e+01, -1.572231e+00
8.574000e+08, 1.000724e+00, -2.613330e+00, 4.595593e-10, 1.352251e+01, -1.572231e+00
8.612000e+08, 1.000710e+00, -2.624303e+00, 4.593901e-10, 1.322857e+01, -1.572231e+00
8.650000e+08, 1.000695e+00, -2.635271e+00, 4.592224e-10, 1.293558e+01, -1.572230e+00
8.688000e+08, 1.000681e+00, -2.646236e+00, 4.590561e-10, 1.264354e+01, -1.572228e+00
8.726000e+08, 1.000666e+00, -2.657196e+00, 4.588914e-10, 1.235241e+01, -1.572226e+00
8.764000e+08, 1.000651e+00, -2.668153e+00, 4.587284e-10, 1.206216e+01, -1.572223e+00
8.802000e+08, 1.000635e+00, -2.679105e+00, 4.585671e-10, 1.177279e+01, -1.572220e+00
8.840000e+08, 1.000620e+00, -2.690054e+00, 4.584074e-10, 1.148427e+01, -1.572216e+00
8.878000e+08, 1.000604e+00, -2.700999e+00, 4.582496e-10, 1.119656e+01, -1.572211e+00
8.916000e+08, 1.000588e+00, -2.711940e+00, 4.580936e-10, 1.090967e+01, -1.572207e+00
8.954000e+08, 1.000571e+00, -2.722878e+00, 4.579394e-10, 1.062355e+01, -1.572201e+00
8.992000e+08, 1.000555e+00, -2.733812e+00, 4.577872e-10, 1.033819e+01, -1.572195e+00
9.030000e+08, 1.000538e+00, -2.744742e+00, 4.576370e-10, 1.005357e+01, -1.572189e+00
9.068000e+08, 1.000522e+00, -2.755668e+00, 4.574888e-10, 9.769675e+00, -1.572182e+00
9.106000e+08, 1.000505e+00, -2.766591e+00, 4.573427e-10, 9.486472e+00, -1.572175e+00
9.144000e+08, 1.000488e+00, -2.777511e+00, 4.571987e-10, 9.203945e+00, -1.572167e+00
9.182000e+08, 1.000471e+00, -2.788427e+00, 4.570568e-10, 8.922075e+00, -1.572159e+00
9.220000e+08, 1.000454e+00, -2.799340e+00, 4.569171e-10, 8.640840e+00, -1.572150e+00
9.258000e+08, 1.000437e+00, -2.810249e+00, 4.567797e-10, 8.360222e+00, -1.572141e+00
9.296000e+08, 1.000421e+00, -2.821155e+00, 4.566446e-10, 8.080198e+00, -1.572131e+00
9.334000e+08, 1.000404e+00, -2.832058e+00, 4.565117e-10, 7.800750e+00, -1.572121e+00
9.372000e+08, 1.000387e+00, -2.842958e+00, 4.563813e-10, 7.521859e+00, -1.572110e+00
9.410000e+08, 1.000370e+00, -2.853855e+00, 4.562532e-10, 7.243504e+00, -1.572099e+00
9.448000e+08, 1.000353e+00, -2.864748e+00, 4.561275e-10, 6.965665e+00, -1.572088e+00
9.486000e+08, 1.000336e+00, -2.875639e+00, 4.560043e-10, 6.688325e+00, -1.572075e+00
9.524000e+08, 1.000320e+00, -2.886526e+00, 4.558837e-10, 6.411463e+00, -1.572063e+00
9.562000e+08, 1.000303e+00, -2.897411e+00, 4.557655e-10, 6.135060e+00, -1.572050e+00
9.600000e+08, 1.000287e+00, -2.908293e+00, 4.556499e-10, 5.859098e+00, -1.572036e+00
9.638000e+08, 1.000270e+00, -2.919172e+00, 4.555370e-10, 5.583557e+00, -1.572022e+00
9.676000e+08, 1.000254e+00, -2.930048e+00, 4.554266e-10, 5.308419e+00, -1.572007e+00
9.714000e+08, 1.000238e+00, -2.940922e+00, 4.553189e-10, 5.033665e+00, -1.571991e+00
9.752000e+08, 1.000222e+00, -2.951794e+00, 4.552139e-10, 4.759277e+00, -1.571974e+00
9.790000e+08, 1.000207e+00, -2.962662e+00, 4.551116e-10, 4.485236e+00, -1.571957e+00
9.828000e+08, 1.000191e+00, -2.973529e+00, 4.550120e-10, 4.211523e+00, -1.571939e+00
9.866000e+08, 1.000176e+00, -2.984392e+00, 4.549151e-10, 3.938120e+00, -1.571920e+00
9.904000e+08, 1.000161e+00, -2.995254e+00, 4.548210e-10, 3.665010e+00, -1.571899e+00
9.942000e+08, 1.000146e+00, -3.006113e+00, 4.547297e-10, 3.392173e+00, -1.571877e+00
9.980000e+08, 1.000131e+00, -3.016971e+00, 4.546412e-10, 3.119592e+00, -1.571852e+00
1.001800e+09, 1.000117e+00, -3.027826e+00, 4.545555e-10, 2.847248e+00, -1.571826e+00
1.005600e+09, 1.000103e+00, -3.038679e+00, 4.544725e-10, 2.575124e+00, -1.571796e+00
1.009400e+09, 1.000089e+00, -3.049530e+00, 4.543923e-10, 2.303202e+00, -1.571762e+00
1.013200e+09, 1.000075e+00, -3.060379e+00, 4.543147e-10, 2.031463e+00, -1.571722e+00
1.017000e+09, 1.000062e+00, -3.071226e+00, 4.542395e-10, 1.759891e+00, -1.571673e+00
1.020800e+09, 1.000048e+00, -3.082072e+00, 4.541662e-10, 1.488467e+00, -1.571610e+00
1.024600e+09, 1.000035e+00, -3.092915e+00, 4.540938e-10, 1.217175e+00, -1.571524e+00
1.028400e+09, 1.000023e+00, -3.103757e+00, 4.540187e-10, 9.459975e-01, -1.571394e+00
1.032200e+09, 1.000010e+00, -3.114597e+00, 4.539259e-10, 6.749206e-01, -1.571160e+00
1.036000e+09, 9.999965e-01, -3.125435e+00, 4.536454e-10, 4.039388e-01, -1.570583e+00
1.039800e+09, 9.999781e-01, -3.136267e+00, 4.546697e-10, 1.331493e-01, -1.566685e+00
1.043600e+09, 9.999868e-01, 3.136063e+00, 4.535530e-10, 1.382464e-01, 1.568418e+00
1.047400e+09, 9.999693e-01, 3.125234e+00, 4.537106e-10, 4.089825e-01, 1.568919e+00
1.051200e+09, 9.999573e-01, 3.114401e+00, 4.536943e-10, 6.798364e-01, 1.569225e+00
1.055000e+09, 9.999463e-01, 3.103568e+00, 4.536610e-10, 9.507205e-01, 1.569384e+00
1.058800e+09, 9.999359e-01, 3.092737e+00, 4.536253e-10, 1.221641e+00, 1.569484e+00
1.062600e+09, 9.999260e-01, 3.081906e+00, 4.535906e-10, 1.492611e+00, 1.569555e+00
1.066400e+09, 9.999164e-01, 3.071076e+00, 4.535581e-10, 1.763648e+00, 1.569610e+00
1.070200e+09, 9.999072e-01, 3.060247e+00, 4.535281e-10, 2.034770e+00, 1.569654e+00
1.074000e+09, 9.998983e-01, 3.049418e+00, 4.535009e-10, 2.305992e+00, 1.569691e+00
1.077800e+09, 9.998898e-01, 3.038590e+00, 4.534767e-10, 2.577335e+00, 1.569724e+00
1.081600e+09, 9.998816e-01, 3.027763e+00, 4.534555e-10, 2.848814e+00, 1.569754e+00
1.085400e+09, 9.998737e-01, 3.016936e+00, 4.534374e-10, 3.120448e+00, 1.569780e+00
1.089200e+09, 9.998662e-01, 3.006110e+00, 4.534224e-10, 3.392254e+00, 1.569805e+00
1.093000e+09, 9.998589e-01, 2.995284e+00, 4.534105e-10, 3.664252e+00, 1.569829e+00
1.096800e+09, 9.998521e-01, 2.984459e+00, 4.534016e-10, 3.936458e+00, 1.569851e+00
1.100600e+09, 9.998455e-01, 2.973633e+00, 4.533960e-10, 4.208891e+00, 1.569872e+00
1.104400e+09, 9.998392e-01, 2.962808e+00, 4.533935e-10, 4.481569e+00, 1.569892e+00
1.108200e+09, 9.998333e-01, 2.951982e+00, 4.533941e-10, 4.754510e+00, 1.569912e+00
1.112000e+09, 9.998277e-01, 2.941157e+00, 4.533978e-10, 5.027732e+00, 1.569931e+00
1.115800e+09, 9.998224e-01, 2.930332e+00, 4.534047e-10, 5.301254e+00, 1.569949e+00
1.119600e+09, 9.998174e-01, 2.919506e+00, 4.534148e-10, 5.575095e+00, 1.569967e+00
1.123400e+09, 9.998127e-01, 2.908680e+00, 4.534280e-10, 5.849273e+00, 1.569985e+00
1.127200e+09, 9.998083e-01, 2.897854e+00, 4.534444e-10, 6.123806e+00, 1.570002e+00
1.131000e+09, 9.998042e-01, 2.887028e+00, 4.534639e-10, 6.398713e+00, 1.570019e+00
1.134800e+09, 9.998004e-01, 2.876201e+00, 4.534866e-10, 6.674013e+00, 1.570035e+00
1.138600e+09, 9.997970e-01, 2.865373e+00, 4.535124e-10, 6.949725e+00, 1.570052e+00
1.142400e+09, 9.997938e-01, 2.854545e+00, 4.535413e-10, 7.225868e+00, 1.570068e+00
1.146200e+09, 9.997908e-01, 2.843717e+00, 4.535734e-10, 7.502461e+00, 1.570084e+00
1.150000e+09, 9.997882e-01, 2.832887e+00, 4.536086e-10, 7.779524e+00, 1.570099e+00
1.153800e+09, 9.997858e-01, 2.822057e+00, 4.536469e-10, 8.057075e+00, 1.570114e+00
1.157600e+09, 9.997837e-01, 2.811225e+00, 4.536884e-10, 8.335135e+00, 1.570130e+00
1.161400e+09, 9.997819e-01, 2.800393e+00, 4.537330e-10, 8.613722e+00, 1.570145e+00
1.165200e+09, 9.997804e-01, 2.789560e+00, 4.537806e-10, 8.892858e+00, 1.570159e+00
1.169000e+09, 9.997791e-01, 2.778725e+00, 4.538314e-10, 9.172561e+00, 1.570174e+00
1.172800e+09, 9.997780e-01, 2.767889e+00, 4.538853e-10, 9.452852e+00, 1.570188e+00
1.176600e+09, 9.997772e-01, 2.757052e+00, 4.539422e-10, 9.733752e+00, 1.570202e+00
1.180400e+09, 9.997767e-01, 2.746214e+00, 4.540022e-10, 1.001528e+01, 1.570216e+00
1.184200e+09, 9.997763e-01, 2.735374e+00, 4.540653e-10, 1.029746e+01, 1.570230e+00
1.188000e+09, 9.997762e-01, 2.724533e+00, 4.541315e-10, 1.058030e+01, 1.570244e+00
